Object Name,Period Start,Period End,Possible Impacts,Cumulative Impact Probability,Asteroid Velocity,Asteroid Magnitude,Asteroid Diameter (km),Cumulative Palermo Scale,Maximum Palermo Scale,Maximum Torino Scale,Energy,Energy sc,Energy log,Energy log pos,Vis radius,Vis radius scaled
2013 VJ13,2099,2099,1,8.90E-10,16.09,23.8,0.06,-8.55,-8.54,0,0.05591983,5591982.96,85.21671704,112.216717,9.231290107,92.31290107
2014 ML67,2019,2113,33,7.00E-07,21.18,24.2,0.05,-4.98,-5.21,0,0.05607405,5607405,85.2318227,112.2318227,9.232108248,92.32108248
2008 UB7,2049,2100,33,6.60E-05,18.47,23.9,0.057,-3.45,-3.76,0,0.063176907,6317690.669,85.88597297,112.885973,9.267468531,92.67468531
2010 LJ68,2020,2115,39,3.50E-07,9.69,22.9,0.089,-5.37,-6.07,0,0.06619384,6619383.972,86.14183174,113.1418317,9.2812624,92.812624
2005 CC37,2100,2100,1,2.40E-08,8.45,22.7,0.099,-6.85,-6.85,0,0.069281774,6928177.435,86.39190898,113.391909,9.294724793,92.94724793
2007 KO4,2022,2114,248,4.20E-06,13.71,23.3,0.075,-4.43,-5.14,0,0.079297355,7929735.469,87.13248457,114.1324846,9.33447827,93.3447827
2008 KN11,2046,2046,1,1.60E-08,13.83,23.3,0.075,-6.7,-6.7,0,0.080691567,8069156.719,87.22808108,114.2280811,9.33959748,93.3959748
2000 WJ107,2114,2114,10,2.20E-06,12.78,23.1,0.081,-5.02,-5.63,0,0.086799408,8679940.822,87.62828461,114.6282846,9.360998056,93.60998056
2009 XQ2,2084,2114,2,2.60E-10,26.18,24.1,0.051,-8.98,-9.21,0,0.090917987,9091798.725,87.88254997,114.88255,9.374569322,93.74569322
2016 RP41,2019,2115,62,4.10E-08,8.46,22.5,0.11,-5.65,-6.15,0,0.0952618,9526179.96,88.13853191,115.1385319,9.388212392,93.88212392
1996 TC1,2054,2072,4,1.20E-06,24.01,23.9,0.055,-5.08,-5.11,0,0.095911877,9591187.664,88.17583376,115.1758338,9.390198814,93.90198814
2005 ED224,2018,2064,6,3.00E-06,25.24,24,0.054,-3.74,-4.07,0,0.100313638,10031363.79,88.4219475,115.4219475,9.403294502,94.03294502
2005 GQ33,2041,2099,14,8.50E-09,20.8,23.7,0.063,-7.18,-7.96,0,0.108180334,10818033.41,88.83603971,115.8360397,9.425287248,94.25287248
2014 OQ392,2109,2109,1,1.20E-10,11.89,22.8,0.093,-9.12,-9.12,0,0.113713638,11371363.82,89.10964284,116.1096428,9.439790402,94.39790402
2014 QF33,2076,2076,1,3.40E-08,23.29,23.7,0.06,-6.63,-6.63,0,0.117163606,11716360.56,89.27357273,116.2735727,9.448469333,94.48469333
2007 VH189,2042,2045,3,2.00E-08,18.31,23.4,0.073,-6.45,-6.64,0,0.130420322,13042032.23,89.86149656,116.8614966,9.479530397,94.79530397
2014 OO6,2103,2103,1,4.00E-10,17.82,23.3,0.075,-8.63,-8.63,0,0.133967419,13396741.88,90.00867687,117.0086769,9.487290281,94.87290281
2012 ES10,2054,2064,7,1.40E-06,24.36,23.7,0.061,-4.81,-5.13,0,0.134692704,13469270.44,90.03829099,117.038291,9.488850879,94.88850879
2006 JE,2106,2112,4,2.20E-06,26.36,23.8,0.058,-4.96,-5,0,0.135573495,13557349.52,90.07404087,117.0740409,9.490734475,94.90734475
2004 ME6,2019,2113,51,1.60E-07,11.77,22.6,0.1,-5.41,-6.06,0,0.1385329,13853290,90.19247969,117.1924797,9.496972133,94.96972133
2010 LV108,2073,2073,1,6.00E-10,9.06,22.3,0.12,-8.09,-8.09,0,0.141840461,14184046.08,90.32189427,117.3218943,9.503783156,95.03783156
2012 SG58,2060,2060,1,2.00E-08,15.89,23.1,0.083,-6.59,-6.59,0,0.1443717,14437170.04,90.41891141,117.4189114,9.508885918,95.08885918
2002 RB182,2053,2110,9,8.80E-07,14.75,22.8,0.092,-5.19,-5.23,0,0.169413308,16941330.8,91.29620817,118.2962082,9.554904928,95.54904928
2013 NH6,2060,2060,1,2.60E-08,21.71,23.4,0.073,-6.46,-6.46,0,0.183353087,18335308.74,91.72990563,118.7299056,9.577573055,95.77573055
2017 BY93,2057,2079,6,3.40E-06,19.03,23.1,0.08,-4.29,-4.34,0,0.185416141,18541614.08,91.79127509,118.7912751,9.58077633,95.8077633
2014 MG68,2098,2098,1,2.00E-10,14.37,22.6,0.1,-8.7,-8.7,0,0.2064969,20649690,92.38189472,119.3818947,9.611550069,96.11550069
2013 WM,2047,2105,2,5.70E-07,35.41,23.9,0.055,-5.18,-5.37,0,0.208612305,20861230.51,92.43779667,119.4377967,9.61445769,96.1445769
2016 GU2,2113,2113,1,9.20E-09,39.17,24.1,0.052,-7.23,-7.23,0,0.215733294,21573329.37,92.62189647,119.6218965,9.62402704,96.2402704
2015 HV182,2017,2113,509,7.10E-07,7.78,21.7,0.153,-4.14,-5.45,0,0.216787125,21678712.53,92.64862392,119.6486239,9.625415519,96.25415519
2016 WG,2076,2115,22,5.50E-06,23.6,23.3,0.074,-4.25,-4.91,0,0.225693559,22569355.9,92.86945498,119.869455,9.63687994,96.3687994
2012 QD8,2047,2050,2,4.40E-06,20.76,23.1,0.081,-3.99,-4.03,0,0.229039167,22903916.67,92.95016336,119.9501634,9.641066505,96.41066505
2011 XC2,2056,2056,1,2.50E-06,20.75,23,0.085,-4.3,-4.3,0,0.264419195,26441919.53,93.73801689,120.7380169,9.681839541,96.81839541
2008 PK9,2045,2066,12,7.80E-07,26.44,23.2,0.078,-4.7,-5.1,0,0.331746775,33174677.5,94.98217173,121.9821717,9.745879731,97.45879731
2001 UD5,2107,2107,1,1.50E-08,16.73,22.4,0.11,-6.66,-6.66,0,0.37253745,37253744.99,95.61822168,122.6182217,9.778457019,97.78457019
2011 BA60,2029,2106,14,8.70E-09,14.69,22,0.137,-6.17,-6.43,0,0.554887949,55488794.91,97.80352899,124.803529,9.889566673,98.89566673
2006 WK130,2103,2103,1,2.00E-09,20.74,22.4,0.11,-7.41,-7.41,0,0.572526456,57252645.56,97.9751639,124.9751639,9.898240445,98.98240445
2001 SB170,2095,2095,1,1.00E-08,22.48,22.4,0.11,-6.66,-6.66,0,0.672621382,67262138.24,98.85889728,125.8588973,9.942781164,99.42781164
2009 BR5,2059,2078,3,2.70E-07,18,22.1,0.13,-5.08,-5.15,0,0.711828,71182800,99.16963245,126.1696324,9.958395074,99.58395074
2014 HN197,2041,2041,1,1.10E-10,8.92,21,0.21,-7.85,-7.85,0,0.73686443,73686443.04,99.35922943,126.3592294,9.967909983,99.67909983
2008 FF5,2060,2060,1,5.20E-07,39.47,23.1,0.081,-4.68,-4.68,0,0.827921783,82792178.34,99.99829132,126.9982913,9.999914566,99.99914566
2010 JA43,2018,2113,96,8.40E-08,15.13,21.6,0.159,-4.95,-5.53,0,0.920172456,92017245.57,100.5777204,127.5777204,10.02884442,100.2884442
410777 (2009 FD),2185,2198,7,0.0016,15.87,22.1,0.16,-1.78,-1.83,(*),1.031605862,103160586.2,101.2046943,128.2046943,10.06005439,100.6005439
2011 VG9,2086,2114,6,3.20E-07,24.79,22.2,0.121,-5.04,-5.44,0,1.08870236,108870236,101.5001603,128.5001603,10.07472879,100.7472879
2016 NL56,2019,2116,225,1.30E-06,13.07,21.4,0.188,-3.04,-3.37,0,1.13507543,113507543,101.7289462,128.7289462,10.08607685,100.8607685
2006 CD,2021,2113,56,1.90E-08,11.19,21,0.214,-5.4,-6.34,0,1.227160854,122716085.4,102.1567846,129.1567846,10.10726395,101.0726395
2007 TC14,2082,2082,1,1.20E-07,25.55,22.1,0.13,-5.3,-5.3,0,1.434207093,143420709.3,103.011916,130.011916,10.14947861,101.4947861
2010 CA55,2021,2087,6,6.30E-08,24.03,22,0.14,-4.64,-4.73,0,1.58449783,158449783,103.5585073,130.5585073,10.17637005,101.7637005
2017 AB21,2024,2110,25,5.60E-09,10.69,20.7,0.243,-5.8,-6.42,0,1.639737131,163973713.1,103.7464632,130.7464632,10.18560078,101.8560078
2006 CM10,2092,2092,1,2.40E-08,22.34,21.7,0.15,-5.94,-5.94,0,1.68438015,168438015,103.8937946,130.8937946,10.19283055,101.9283055
2016 PO66,2020,2115,377,1.20E-06,25.47,21.9,0.138,-4.14,-5.32,0,1.704885233,170488523.3,103.9601618,130.9601618,10.19608561,101.9608561
2016 JT38,2018,2088,32,6.00E-09,13.43,21,0.212,-5.41,-5.89,0,1.718539854,171853985.4,104.0039153,131.0039153,10.19823099,101.9823099
99942 Apophis (2004 MN4),2060,2105,12,8.90E-06,5.85,19.1,0.37,-2.83,-2.93,0,1.733472293,173347229.3,104.0513672,131.0513672,10.2005572,102.005572
2005 NX55,2018,2107,72,2.20E-08,25.14,21.9,0.142,-5.17,-5.85,0,1.809654136,180965413.6,104.2872649,131.2872649,10.21211363,102.1211363
2012 CR,2025,2025,1,1.50E-10,14.21,21,0.21,-7.12,-7.12,0,1.87001909,187001909,104.4672375,131.4672375,10.22092156,102.2092156
2010 DJ77,2019,2113,53,6.20E-08,17.04,21.1,0.2,-4.45,-5.24,0,2.3228928,232289280,105.6567001,132.6567001,10.2789445,102.789445
2017 AR20,2023,2023,1,1.30E-10,18.52,21.3,0.19,-7.02,-7.02,0,2.352571154,235257115.4,105.7263328,132.7263328,10.2823311,102.823311
2002 GM5,2064,2113,2,1.30E-07,20.38,21.4,0.179,-4.91,-4.92,0,2.382140936,238214093.6,105.7948425,132.7948425,10.28566199,102.8566199
2004 GE2,2106,2109,2,4.90E-08,20.57,21.4,0.18,-5.57,-5.65,0,2.467664417,246766441.7,105.9883055,132.9883055,10.29506219,102.9506219
101955 Bennu (1999 RQ36),2175,2199,78,0.00037,5.99,20.2,0.49,-1.71,-2.32,(*),4.221257885,422125788.5,108.932889,135.932889,10.43709198,104.3709198
2016 RQ41,2039,2089,3,1.50E-09,13.11,20,0.33,-6.44,-6.63,0,6.176567658,617656765.8,111.0205717,138.0205717,10.53663,105.3663
2015 DA54,2107,2107,1,5.50E-08,23.13,20.8,0.23,-5.2,-5.2,0,6.509307282,650930728.2,111.3083617,138.3083617,10.5502778,105.502778
2014 NJ65,2022,2041,4,7.30E-10,8.57,19.3,0.461,-5.82,-5.95,0,7.195557036,719555703.6,111.8581086,138.8581086,10.57629938,105.7629938
2015 BS516,2022,2103,30,2.00E-08,13.04,19.9,0.36,-4.81,-5.22,0,7.93346089,793346089,112.393567,139.393567,10.60158323,106.0158323
2011 KF36,2022,2106,8,1.20E-09,22.32,20.4,0.28,-5.9,-6.46,0,10.93610004,1093610004,114.1540823,141.1540823,10.68429138,106.8429138
2007 FT3,2019,2114,138,1.10E-06,17.05,20,0.34,-3.08,-3.67,0,11.42577106,1142577106,114.3943291,141.3943291,10.69552846,106.9552846
2013 JA17,2027,2111,7,5.50E-09,9.72,19.1,0.51,-5.26,-5.37,0,12.53265424,1253265424,114.9014888,141.9014888,10.7192112,107.192112
2012 BG96,2063,2098,9,2.40E-09,8.68,18.9,0.57,-5.9,-6.69,0,13.95288508,1395288508,115.4902767,142.4902767,10.74664025,107.4664025
2017 AY20,2021,2021,1,1.50E-10,19.78,20.1,0.33,-6.22,-6.22,0,14.06029375,1406029375,115.5323369,142.5323369,10.74859697,107.4859697
2008 UV99,2019,2111,32,1.60E-07,15.6,19.6,0.399,-3.44,-3.55,0,15.45851899,1545851899,116.0523273,143.0523273,10.77275858,107.7275858
2011 BT59,2052,2091,3,1.10E-07,37.84,20.8,0.24,-4.21,-4.22,0,19.79411005,1979411005,117.4083062,144.4083062,10.83551135,108.3551135
2014 MV67,2018,2074,6,1.80E-09,12.89,19,0.541,-4.79,-5.01,0,26.30859346,2630859346,118.9687975,145.9687975,10.90728186,109.0728186
2010 CR5,2062,2075,3,7.60E-08,23.6,19.8,0.372,-4.25,-4.28,0,28.67165918,2867165918,119.4405658,146.4405658,10.92888676,109.2888676
2015 ME131,2017,2096,85,2.30E-08,19.46,19.2,0.497,-3.85,-4.3,0,46.48949601,4648949601,122.0914714,149.0914714,11.04950096,110.4950096
2005 GV190,2099,2099,1,1.20E-10,9.25,18,0.87,-6.84,-6.84,0,56.34316294,5634316294,123.1458421,150.1458421,11.09710963,110.9710963
1979 XB,2056,2113,5,9.90E-07,23.63,18.6,0.657,-2.75,-3.07,0,158.3519996,15835199964,128.8136277,155.8136277,11.34960914,113.4960914
2017 CH1,2044,2044,1,2.30E-10,18.19,17.9,0.9,-5.76,-5.76,0,241.2086769,24120867690,131.1218684,158.1218684,11.45084575,114.5084575
2001 CA21,2020,2077,6,6.50E-09,30.68,18.5,0.679,-3.98,-4.25,0,294.659219,29465921899,132.2196929,159.2196929,11.49868222,114.9868222
29075 (1950 DA),2880,2880,1,0.00012,14.1,17.6,1.3,-1.42,-1.42,(*),436.78557,43678557000,134.3786416,161.3786416,11.59218019,115.9218019
2011 SR52,2034,2115,4,7.60E-10,13.55,15.6,2.579,-4.35,-4.59,0,3149.434763,3.15E+11,145.2140903,172.2140903,12.05048092,120.5048092
2010 AU118,2020,2112,38,1.80E-08,25.22,16.2,1.9,-2.73,-3.16,0,4362.655976,4.36E+11,147.0013614,174.0013614,12.1244118,121.244118
